decision,category,old_url,new_url,real_name_from_note,title,cancelled
trash,old show/news,/blog/2019/muhgrog-t3kr3,/news/,,MUH GROG ZOO - Words 155 & 156,False
trash,old show/news,/blog/2019/muhgrog157158,/news/,,MUH GROG ZOO - Words 157 & 158,False
trash,old show/news,/blog/2019/muhgrog157158-fjne9,/news/,,COMMUNITY THEATRE TOWN HALL,False
trash,old show/news,/blog/2019/muhgrogvirtual,/news/,,MUH GROG ZOO - VIRTUAL SHOW #7,False
trash,old show/news,/blog/2019/murdermystery2024,/news/,,DYING FOR CHOCOLATE-A MURDER MYSTERY DINNER,False
trash,old show/news,/blog/2019/murdermystery2024-77bfe,/news/,,A MEDLEY FOR MURDER-A MURDER MYSTERY DINNER,False
trash,old show/news,/blog/2019/pillowmanfestival,/news/,,THE PILLOWMAN - FESTIVAL PERFORMANCE,False
trash,old show/news,/blog/2019/pillowmannationals,/news/,,TLT HEADING TO NATIONAL FESTIVAL,False
trash,old show/news,/blog/2019/qawithtlt,/news/,,Q & A WITH TLT MAY 22!,False
trash,old show/news,/blog/2019/qawithtlt-84f9e,/news/,,Q & A WITH TLT MAY 29!,False
trash,old show/news,/blog/2019/robinhood,/news/,,THE LEGEND OF ROBIN HOOD,False
trash,old show/news,/blog/2019/season101,/news/,,2019-2020 SEASON #101 - A SEASON OF FIRSTS,False
trash,old show/news,/blog/2019/spacies,/news/,,SPACIES - TACOMA'S ORIGINAL SPACE RADIO SERIAL,False
trash,old show/news,/blog/2019/spacies-4kzgl,/news/,,A SEUSSIFIED CHRISTMAS CAROL,False
trash,old show/news,/blog/2019/springeducation-kndsr,/news/,,Spring Education  @  TLT,False
trash,old show/news,/blog/2019/stayhomeadultmono,/news/,,ADULT MONOLOGUE CLASS AT HOME WITH TLT,False
trash,old show/news,/blog/2019/stayhomemonologues,/news/,,MONOLOGUE CLASSES DURING STAY HOME,False
trash,old show/news,/blog/2019/stayhomemonologues-hentd,/news/,,ONLINE SCENE CLASSES DURING STAY HOME,False
trash,old show/news,/blog/2019/stayhometap,/news/,,TAP AND STRETCH AT HOME WITH TLT,False
trash,old show/news,/blog/2019/summerfootloose,/news/,,SUMMER CLUB TLT - FOOTLOOSE: THE MUSICAL,False
trash,old show/news,/blog/2019/tacomacreates,/news/,,TLT AND TACOMA CREATES NEED YOUR HELP,False
trash,old show/news,/blog/2019/wintered,/news/,,Youth Winter Education @  TLT,False
trash,old show/news,/blog/2019/wsctaboard,/news/,,WSCTA/AACT BOARD DEVELOPMENT WORKSHOP FOR THEATRES,False
trash,old show/news,/blog/2020/catmates2021,/news/,,CASTMATES-THE YOUNG ACTORS (WITH A FEW ADULTS) OF TLT’S MAINSTAGE SHOWS,False
trash,old show/news,/blog/2020/falladult,/news/,,FALL ADULT EDUCATION,False
trash,old show/news,/blog/2020/falladult-9ygrj,/news/,,PAGE TO SCREEN,False
trash,old show/news,/blog/2020/falladult-c2zcp,/news/,,FALL EDUCATION YOUTH & ADULT,False
trash,old show/news,/blog/2020/falladult-c2zcp-kpdjh,/news/,,WINTER EDUCATION YOUTH & ADULT,False
trash,old show/news,/blog/2020/finalassignment,/news/,,THE FINAL ASSIGNMENT - A PAGE TO SCREEN EVENT,False
trash,old show/news,/blog/2020/finalassignment-r74ht,/news/,,BUENAS NOCHES MAMá - A PAGE TO SCREEN EVENT,False
trash,old show/news,/blog/2020/minidoka,/news/,,A MINIDOKA CHRISTMAS - A TLT HOLIDAY READING,False
trash,old show/news,/blog/2020/minidoka-7wetl,/news/,,WASHINGTON IRVING'S OLD CHRISTMAS - A TLT HOLIDAY READING,False
trash,old show/news,/blog/2020/minidoka-tyjt6,/news/,,HANUKKAH LIGHTS IN THE BIG SKY - A TLT HOLIDAY READING,False
trash,old show/news,/blog/2020/skin,/news/,,SKIN - A PAGE TO SCREEN EVENT,False
trash,old show/news,/blog/2020/skin-nemtj,/news/,,REWILD - A PAGE TO SCREEN EVENT,False
trash,old show/news,/blog/2020/summersupernews,/news/,,Summer Camp 2020 - SUPER HAPPY AWESOME NEWS,False
trash,old show/news,/blog/2020/summerweek1,/news/,,Summer Camp 2020-Week 1 June 22-June 26,False
trash,old show/news,/blog/2020/summerweek2,/news/,,Summer Camp 2020-Week 2 June 29-July 3,False
trash,old show/news,/blog/2020/summerweek4,/news/,,Summer Camp 2020-Week 4 July 13-July 17,False
trash,old show/news,/blog/2020/summerweek5,/news/,,Summer Camp 2020-Week 5 July 20-July 24,False
trash,old show/news,/blog/2020/summerweek6,/news/,,Summer Camp 2020-Week 6 July 27-July 31,False
trash,old show/news,/blog/2020/summerweek6-en8yw,/news/,,Summer Camp 2020-Week 7 August 3-August 7,False
trash,old show/news,/blog/2020/summerweek8,/news/,,Summer Camp 2020-Week 8 August 10-August 14,False
trash,old show/news,/blog/2021/ballinger,/news/,,"BRENDA BALLINGER, TREASURER",False
trash,old show/news,/blog/2021/clausell,/news/,,ERIC CLAUSELL,False
trash,old show/news,/blog/2021/falled,/news/,,FALL EDUCATION,False
trash,old show/news,/blog/2021/falled-lc9tl,/news/,,WINTER EDUCATION,False
trash,old show/news,/blog/2021/hayes,/news/,,PAMELA ROZA HAYES,False
trash,old show/news,/blog/2021/kremer,/news/,,BLAKE KREMER,False
trash,old show/news,/blog/2021/now-hiring-education-director,/news/,,NOW HIRING-EDUCATION DIRECTOR,False
trash,old show/news,/blog/2021/now-hiring-education-director-eyg5f,/news/,,NOW HIRING-EDUCATION DIRECTOR,False
trash,old show/news,/blog/2021/now-hiring-education-director-eyg5f-wwwl7,/news/,,NOW HIRING-STAGE TECHNICIAN,False
trash,old show/news,/blog/2021/russell,/news/,,STACIA RUSSELL,False
trash,old show/news,/blog/2021/russell-5tgd7,/news/,,CHANDLER THOMAS,False
trash,old show/news,/blog/2021/russell-5tgd7-smmxm,/news/,,RUSSELL CAMPBELL,False
trash,old show/news,/blog/2021/springbreak,/news/,,SPRING BREAK CAMP - LEFT TO OUR OWN DEVICES,False
trash,old show/news,/blog/2021/summerallages,/news/,,ALL AGES SUMMER EDUCATION,False
trash,season tickets,/blog/2016/98th-season-tickets,/tickets/,,98th Season Tickets,False
trash,special event,/blog/2022/kaleidoscope-page,/news/,,KALEIDOSCOPE,False
trash,special event,/blog/kaleidoscope-registration,/news/,,KALEIDOSCOPE REGISTRATION FORM,False
trash,uncategorized,/blog/2020postponed,/news/,,SEASON TICKETS,False
trash,uncategorized,/blog/2022/offshelf1,/news/,,SONNETS FOR AN OLD CENTURY - An Off the Shelf reading,False
trash,uncategorized,/blog/2022/offshelf1-7wyr7,/news/,,MEN OF TORTUGA - An Off the Shelf reading,False
trash,uncategorized,/blog/2022/offshelf1-7wyr7-f8j4h,/news/,,BOSTON MARRIAGE - An Off the Shelf reading,False
trash,uncategorized,/blog/2022/offshelf1-7wyr7-f8j4h-f4k43,/news/,,THE TROJAN WOMEN - An Off the Shelf reading,False
trash,uncategorized,/blog/2022/ots2,/news/,,AMONG MANY WORLDS - An Off the Shelf reading,False
trash,uncategorized,/blog/2022/spring-education-2022,/news/,,Spring Education 2022,False
trash,uncategorized,/blog/2022/spring-education-2022-bgrgt,/news/,,Fall Education 2022,False
trash,uncategorized,/blog/2022/spring-education-2022-bgrgt-267bt,/news/,,Winter Education 2023,False
trash,uncategorized,/blog/2022/spring-education-2022-bgrgt-267bt-xse3d,/news/,,Spring Classes 2023,False
trash,uncategorized,/blog/2022/spring-education-2022-bgrgt-267bt-xse3d-sgdlr,/news/,,Fall Classes 2023,False
trash,uncategorized,/blog/2022/spring-education-2022-bgrgt-267bt-xse3d-sgdlr-ajmyl,/news/,,Winter Classes 2024,False
trash,uncategorized,/blog/2022/spring-education-2022-bgrgt-267bt-xse3d-sgdlr-ajmyl-s5bfx,/news/,,Winter Classes 2025!,False
trash,uncategorized,/blog/2022/winter-break-2022-a-year-with-frog-and-toad,/news/,,Winter Break 2022: A Year with Frog and Toad!,False
trash,uncategorized,/blog/2025/knockemdead,/news/,,KNOCK 'EM DEAD-A MURDER MYSTERY DINNER,False
trash,uncategorized,/blog/2025/revenge,/news/,,REVENGE AT THE REUNION-A MURDER MYSTERY DINNER,False
trash,uncategorized,/blog/2025/revenge-s2keg,/news/,,THE GOLDEN BALL MURDER-A MURDER MYSTERY DINNER,False
trash,uncategorized,/blog/2122/offtheshelfboudica,/news/,,BOUDICA - An Off the Shelf reading,False
trash,uncategorized,/blog/asyou,/news/,,AS YOU LIKE IT-A SUMMER CAMP AT TLT PERFORMANCE,False
trash,uncategorized,/blog/hadesteen,/news/,,HADESTOWN: TEEN EDITION-A SUMMER CAMP AT TLT PERFORMANCE,False
trash,uncategorized,/blog/merchandise,/news/,,GIVE THE GIFT OF TLT!,False
trash,uncategorized,/blog/summer24,/news/,,SUMMER CAMP PERFORMANCES,False
trash,uncategorized,/blog/summer24-g2226,/news/,,"DEAR EDWINA, JR!-A SUMMER CAMP AT TLT PERFORMANCE",False
trash,uncategorized,/blog/tag/City+Line,/news/,"Old cityline, is this only stored here?",City Line — Blog,False
